#x y
0 0
1 40.0
2 64.0
3 78.4
4 87.03999999999999
5 92.22399999999999
6 95.33439999999999
7 97.20063999999999
8 98.32038399999999
9 98.99223039999998
10 99.39533823999999
11 99.637202944
12 99.7823217664
13 99.86939305984001
14 99.921635835904
15 99.9529815015424
16 99.97178890092543
17 99.98307334055525
18 99.98984400433315
19 99.99390640259989
20 99.99634384155993
21 99.99780630493595
22 99.99868378296156
23 99.99921026977694
24 99.99952616186616
25 99.99971569711968
26 99.99982941827182
27 99.99989765096308
28 99.99993859057784
29 99.9999631543467
30 99.99997789260802
31 99.9999867355648
32 99.99999204133888
33 99.99999522480333
34 99.999997134882
35 99.99999828092919
36 99.99999896855752
37 99.9999993811345
38 99.9999996286807
39 99.99999977720842
40 99.99999986632506
41 99.99999991979503
42 99.99999995187702
43 99.99999997112621
44 99.99999998267572
45 99.99999998960543
46 99.99999999376325
47 99.99999999625794
48 99.99999999775477
49 99.99999999865287
50 99.99999999919172
51 99.99999999951503
52 99.99999999970902
53 99.9999999998254
54 99.99999999989524
55 99.99999999993713
56 99.99999999996228
57 99.99999999997738
58 99.99999999998641
59 99.99999999999184
60 99.99999999999511
61 99.99999999999707
62 99.99999999999824
63 99.99999999999895
64 99.99999999999937
65 99.99999999999963
66 99.99999999999977
67 99.99999999999986
68 99.99999999999991
69 99.99999999999994
70 99.99999999999997
